                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    230,                0.58593,                0.88751,                0.37531,                0.95541,                0.98642,                0.99565,                0.98732,                0.73834,                0.92272,                0.92657,                0.92164,                0.68222,                0.90763,                0.83826,                0.37799,                 1.0704,             0.00029989,             0.00029989,             0.00029989
                    231,                0.57951,                0.82781,                0.36894,                0.95129,                0.98537,                0.99667,                0.98691,                0.75095,                0.92434,                0.93001,                0.92629,                0.68699,                0.85524,                0.97867,                0.36633,                 1.0612,             0.00029826,             0.00029826,             0.00029826
                    232,                  0.603,                0.83581,                0.37757,                0.95673,                0.98333,                0.99733,                0.98769,                0.73739,                0.92244,                0.93067,                0.92682,                0.69336,                0.91626,                0.84819,                0.37931,                 1.0699,             0.00029664,             0.00029664,             0.00029664
                    233,                0.58727,                0.78011,                0.37281,                0.95562,                 0.9841,                0.99733,                0.98856,                0.74588,                0.91788,                0.92533,                0.92112,                0.68629,                0.86899,                0.86889,                0.36548,                 1.0545,             0.00029501,             0.00029501,             0.00029501
                    234,                0.57891,                0.82359,                0.37601,                 0.9505,                0.98143,                0.99453,                0.98641,                0.74049,                0.92101,                  0.928,                0.92337,                0.68515,                0.88293,                0.91623,                0.37054,                 1.0636,             0.00029339,             0.00029339,             0.00029339
                    235,                0.57509,                0.76132,                0.37332,                0.95568,                0.98499,                0.99682,                0.98917,                0.74958,                0.91958,                0.92458,                0.92029,                0.68332,                0.84731,                0.97243,                0.36913,                 1.0558,             0.00029176,             0.00029176,             0.00029176
                    236,                0.58083,                0.78405,                0.37883,                0.94899,                0.97953,                0.98799,                0.98059,                0.75478,                0.91555,                  0.917,                0.91308,                0.66889,                0.81154,                 1.0081,                0.35652,                 1.0484,             0.00029013,             0.00029013,             0.00029013
                    237,                0.57762,                 0.8094,                0.37229,                 0.9522,                0.98415,                0.99146,                0.98667,                0.74314,                0.92371,                0.92468,                0.92401,                0.68616,                0.88525,                0.92296,                0.38346,                 1.0662,              0.0002885,              0.0002885,              0.0002885
                    238,                0.57634,                0.79764,                0.37748,                0.94379,                0.98603,                0.99717,                 0.9886,                0.74933,                0.91719,                0.92048,                0.91686,                0.67261,                0.85812,                 1.0099,                0.37917,                 1.0684,             0.00028687,             0.00028687,             0.00028687
                    239,                0.55759,                0.75638,                0.35793,                0.94419,                0.98482,                0.99733,                0.98889,                0.75063,                0.91637,                0.92122,                0.91762,                0.66926,                0.84384,                 1.0166,                0.36971,                 1.0606,             0.00028524,             0.00028524,             0.00028524
                    240,                 0.5769,                0.81613,                0.37807,                0.94737,                 0.9841,                0.99733,                0.98917,                0.73742,                0.92798,                0.93222,                0.92867,                0.69726,                0.90472,                0.93872,                0.38096,                 1.0607,             0.00028361,             0.00028361,             0.00028361
                    241,                0.58386,                0.77583,                0.37978,                 0.9409,                0.98712,                0.99864,                0.99305,                0.74591,                0.92108,                0.92655,                0.92255,                0.68773,                0.84413,                 1.0093,                0.37027,                 1.0466,             0.00028198,             0.00028198,             0.00028198
                    242,                0.57204,                0.80188,                0.37047,                 0.9488,                0.98717,                0.99874,                0.99347,                0.74273,                0.91818,                0.92412,                0.91903,                0.67573,                0.83997,                0.94528,                0.37024,                 1.0541,             0.00028035,             0.00028035,             0.00028035
                    243,                0.56201,                0.79496,                0.36671,                 0.9388,                0.98423,                0.99437,                0.99129,                 0.7365,                 0.9182,                 0.9224,                0.91969,                0.69645,                0.89167,                0.89106,                0.38212,                  1.069,             0.00027871,             0.00027871,             0.00027871
                    244,                0.55459,                   0.75,                0.35875,                0.94076,                0.98497,                 0.9942,                0.99181,                0.74546,                0.92133,                  0.925,                0.92469,                0.69311,                0.85966,                0.92586,                0.38018,                 1.0598,             0.00027708,             0.00027708,             0.00027708
                    245,                0.56175,                0.74011,                0.36064,                 0.9474,                0.98398,                0.99239,                0.98985,                0.75821,                0.92266,                0.92573,                0.92509,                0.67604,                0.81554,                 1.0068,                0.36168,                 1.0515,             0.00027544,             0.00027544,             0.00027544
                    246,                0.55874,                0.78751,                0.36057,                0.94141,                0.98981,                0.99621,                0.99193,                 0.7418,                0.91972,                 0.9242,                0.92198,                0.70166,                0.88282,                 0.9482,                0.37154,                 1.0615,             0.00027381,             0.00027381,             0.00027381
                    247,                 0.5679,                0.74243,                0.36144,                0.94103,                0.98993,                      1,                0.99489,                0.73981,                0.91901,                0.92267,                0.91943,                0.69138,                0.88912,                 1.0143,                 0.3735,                 1.0777,             0.00027217,             0.00027217,             0.00027217
                    248,                0.56322,                0.75376,                0.36193,                0.94813,                0.98636,                0.99733,                 0.9917,                 0.7469,                0.91779,                0.92267,                0.92045,                0.67174,                0.88004,                0.94819,                0.36752,                 1.0608,             0.00027054,             0.00027054,             0.00027054
                    249,                0.55202,                0.74553,                0.36341,                0.94232,                0.98812,                      1,                0.99298,                 0.7496,                0.91756,                0.92267,                0.91986,                0.68784,                0.88184,                0.92814,                0.36743,                 1.0529,              0.0002689,              0.0002689,              0.0002689
                    250,                0.57646,                0.77899,                0.36985,                0.94941,                0.98515,                0.99733,                 0.9904,                0.75154,                0.92263,                  0.928,                0.92451,                0.69934,                0.88052,                0.94224,                0.36683,                 1.0484,             0.00026727,             0.00026727,             0.00026727
                    251,                0.54421,                0.74838,                0.35653,                0.93336,                0.98502,                0.99733,                0.99047,                0.74994,                0.91902,                0.92533,                0.92221,                 0.6884,                 0.8609,                0.92988,                0.36792,                 1.0716,             0.00026563,             0.00026563,             0.00026563
                    252,                0.54887,                0.80509,                0.36113,                0.94138,                0.98612,                0.99652,                0.98943,                0.75456,                0.92004,                0.92468,                0.92239,                0.69415,                0.85871,                0.97559,                0.36293,                 1.0714,             0.00026399,             0.00026399,             0.00026399
                    253,                 0.5519,                0.75159,                0.35297,                0.94054,                0.98344,                 0.9972,                0.98867,                0.75402,                0.92557,                0.92941,                0.92705,                0.68966,                0.82755,                0.99085,                0.35906,                 1.0435,             0.00026236,             0.00026236,             0.00026236
                    254,                0.56578,                0.82706,                0.35956,                0.94663,                0.98019,                0.99467,                0.98677,                0.74647,                0.92307,                  0.928,                0.92442,                0.68348,                0.84929,                0.97805,                 0.3598,                 1.0582,             0.00026072,             0.00026072,             0.00026072
                    255,                0.53934,                0.75291,                0.35313,                0.93619,                0.98217,                0.99733,                0.99032,                0.74934,                0.92099,                0.92533,                0.92171,                0.67408,                0.83619,                 1.0703,                0.35615,                 1.0657,             0.00025909,             0.00025909,             0.00025909
                    256,                0.57972,                 0.7972,                0.35928,                0.94345,                0.98155,                0.99733,                0.99113,                0.74805,                  0.921,                0.92384,                0.92088,                0.67788,                0.85024,                 1.0166,                0.36071,                 1.0761,             0.00025745,             0.00025745,             0.00025745
                    257,                0.56361,                0.74782,                0.35692,                 0.9397,                0.98461,                0.99733,                0.98956,                0.74747,                0.92166,                0.92402,                   0.92,                0.68462,                0.84782,                0.89115,                0.36576,                 1.0499,             0.00025582,             0.00025582,             0.00025582
                    258,                0.54958,                0.74925,                0.35043,                0.94693,                0.98791,                0.99733,                 0.9914,                0.74924,                0.92164,                0.92533,                0.91982,                 0.6869,                  0.815,                 0.9303,                 0.3547,                 1.0407,             0.00025418,             0.00025418,             0.00025418
                    259,                0.55982,                0.75446,                0.35011,                0.94566,                0.98544,                0.99467,                0.98877,                0.75571,                0.91604,                   0.92,                 0.9158,                0.67026,                0.81365,                0.88189,                0.35694,                 1.0439,             0.00025255,             0.00025255,             0.00025255
                    260,                 0.5644,                0.79779,                0.35666,                0.95028,                0.98799,                0.99733,                0.99184,                0.75285,                0.92147,                0.92533,                0.92078,                0.67857,                0.82681,                0.88698,                0.36663,                 1.0495,             0.00025091,             0.00025091,             0.00025091
                    261,                0.56034,                0.77663,                0.35565,                0.94203,                0.98617,                0.99733,                0.99102,                0.74995,                0.92242,                  0.928,                0.92414,                0.68908,                0.85758,                0.95047,                0.36923,                 1.0618,             0.00024928,             0.00024928,             0.00024928
                    262,                0.54528,                0.76877,                 0.3507,                 0.9311,                0.98469,                0.99467,                0.98823,                0.75753,                0.92036,                0.92533,                0.91989,                0.68261,                0.83557,                0.98865,                0.35829,                 1.0478,             0.00024765,             0.00024765,             0.00024765
                    263,                0.56075,                0.78537,                0.35603,                0.94575,                 0.9862,                0.99349,                0.98838,                0.75662,                 0.9209,                 0.9249,                0.91773,                0.68924,                 0.8486,                0.96341,                0.36017,                 1.0526,             0.00024602,             0.00024602,             0.00024602
                    264,                0.56037,                0.78105,                0.35713,                0.94883,                0.98928,                0.99647,                0.99223,                0.75965,                0.92062,                0.92464,                 0.9208,                0.70413,                0.85607,                0.95833,                0.36256,                 1.0528,             0.00024439,             0.00024439,             0.00024439
                    265,                0.54717,                0.73871,                0.35056,                0.93549,                0.98893,                0.99724,                0.99251,                 0.7519,                0.92012,                0.92533,                0.92106,                0.70764,                 0.8779,                0.91055,                0.36554,                 1.0609,             0.00024276,             0.00024276,             0.00024276
                    266,                0.54894,                0.77844,                0.35263,                0.93677,                0.98724,                0.99733,                0.99238,                0.74671,                0.91808,                0.92533,                 0.9208,                0.69752,                0.87288,                0.91914,                0.36585,                 1.0671,             0.00024113,             0.00024113,             0.00024113
                    267,                0.55804,                0.75002,                0.36176,                0.93689,                0.98567,                      1,                0.99489,                0.76962,                0.91467,                0.92533,                 0.9215,                0.68809,                0.78844,                0.99708,                0.35023,                 1.0419,              0.0002395,              0.0002395,              0.0002395
                    268,                0.54381,                0.75813,                0.34734,                0.93626,                0.98891,                0.99733,                0.99222,                0.75364,                0.92031,                0.92533,                0.92068,                0.70364,                0.86232,                0.87717,                 0.3629,                 1.0443,             0.00023787,             0.00023787,             0.00023787
                    269,                0.54697,                0.75719,                0.34483,                0.92862,                0.98536,                 0.9945,                0.98949,                0.74745,                0.92128,                0.92509,                0.92048,                0.70322,                0.88912,                0.90928,                0.36538,                 1.0552,             0.00023625,             0.00023625,             0.00023625
                    270,                 0.5463,                0.74461,                0.34667,                0.93647,                0.98744,                0.99733,                0.99184,                0.75368,                 0.9211,                0.92533,                0.92011,                0.68748,                0.84276,                0.99544,                0.35438,                 1.0645,             0.00023462,             0.00023462,             0.00023462
                    271,                0.53685,                0.69015,                0.34325,                0.93004,                0.98714,                0.99733,                0.99229,                0.75089,                0.92092,                0.92533,                0.92051,                0.68633,                0.85581,                0.94797,                0.35656,                 1.0771,               0.000233,               0.000233,               0.000233
                    272,                 0.5268,                0.75852,                0.34188,                0.93085,                0.98927,                      1,                  0.995,                 0.7543,                0.91986,                0.92533,                0.92166,                0.69115,                0.85095,                0.92365,                0.36004,                 1.0673,             0.00023137,             0.00023137,             0.00023137
                    273,                0.53598,                0.73962,                0.34641,                0.93827,                0.98885,                0.99733,                0.99219,                0.75597,                0.92351,                0.92772,                0.92514,                0.70792,                0.84965,                0.97856,                0.35968,                 1.0533,             0.00022975,             0.00022975,             0.00022975
                    274,                0.53811,                0.71881,                0.34868,                0.93072,                0.99287,                      1,                  0.995,                 0.7631,                0.92155,                0.92533,                0.92298,                0.70016,                0.80429,                0.93363,                0.34477,                 1.0339,             0.00022813,             0.00022813,             0.00022813
                    275,                0.53562,                0.72437,                0.34491,                 0.9348,                0.99203,                 0.9971,                0.99489,                0.76926,                0.92128,                0.92533,                 0.9229,                0.69308,                0.77152,                0.97931,                0.33276,                 1.0233,             0.00022652,             0.00022652,             0.00022652
                    276,                0.51503,                0.72161,                0.32773,                0.92692,                0.98702,                0.99733,                0.99301,                0.76611,                0.92128,                0.92533,                0.92318,                0.69461,                0.78883,                0.97988,                0.33668,                 1.0296,              0.0002249,              0.0002249,              0.0002249
                    277,                0.55363,                0.75518,                0.35281,                0.94691,                0.98503,                0.99323,                0.99069,                0.74699,                0.92418,                  0.928,                0.92531,                0.69447,                0.85389,                0.95317,                0.35548,                  1.055,             0.00022328,             0.00022328,             0.00022328
                    278,                0.54636,                0.72594,                0.34592,                0.93323,                0.98904,                0.99529,                0.99308,                0.74967,                0.92437,                0.92823,                0.92472,                0.69594,                0.87972,                0.90646,                0.36557,                 1.0619,             0.00022167,             0.00022167,             0.00022167
                    279,                0.54063,                0.72153,                0.34781,                 0.9356,                0.98946,                0.99558,                0.99305,                0.76286,                0.92046,                0.92445,                0.92287,                 0.6982,                0.81543,                 0.9689,                 0.3486,                 1.0383,             0.00022006,             0.00022006,             0.00022006
                    280,                0.53678,                0.71762,                0.34752,                0.93021,                0.98788,                0.99626,                0.99262,                0.76211,                0.92008,                0.92398,                0.92261,                0.71426,                0.84136,                0.93601,                0.35172,                 1.0399,             0.00021845,             0.00021845,             0.00021845
                    281,                0.55017,                0.72383,                 0.3467,                0.92613,                0.98587,                 0.9965,                0.99285,                0.76119,                0.91688,                 0.9241,                0.92244,                0.71342,                0.83491,                0.93998,                0.35165,                 1.0397,             0.00021684,             0.00021684,             0.00021684
                    282,                 0.5402,                0.75975,                0.34433,                0.92914,                0.98354,                0.99371,                0.98973,                0.77862,                0.91364,                0.92147,                0.91744,                0.69878,                 0.7729,                 1.0127,                0.34004,                 1.0326,             0.00021524,             0.00021524,             0.00021524
                    283,                0.53752,                0.74891,                0.34175,                0.93313,                  0.987,                0.99571,                0.99133,                0.76707,                0.91403,                0.92113,                0.91682,                0.69076,                0.80566,                0.99406,                0.34895,                 1.0412,             0.00021363,             0.00021363,             0.00021363
                    284,                0.52489,                0.74625,                0.33273,                0.92627,                0.98397,                0.99265,                0.98923,                0.75978,                0.91716,                0.92342,                0.91897,                0.69498,                0.83656,                0.99807,                0.35682,                 1.0549,             0.00021203,             0.00021203,             0.00021203
                    285,                0.54044,                0.71866,                0.34767,                0.92464,                0.98711,                0.99587,                0.99229,                0.75914,                0.91664,                0.92373,                0.91836,                0.69524,                0.82258,                 1.0375,                0.35032,                  1.052,             0.00021043,             0.00021043,             0.00021043
                    286,                0.52443,                0.70742,                0.34128,                0.92484,                0.98642,                0.99653,                0.99037,                0.75469,                0.91383,                0.92201,                 0.9165,                 0.6861,                0.82114,                0.97996,                0.34668,                 1.0452,             0.00020883,             0.00020883,             0.00020883
                    287,                0.53792,                0.75213,                0.34286,                0.92479,                0.98264,                0.99371,                0.98754,                 0.7487,                0.91637,                0.92481,                0.91868,                 0.6892,                0.84277,                0.95832,                0.34974,                 1.0489,             0.00020724,             0.00020724,             0.00020724
                    288,                0.54091,                0.67198,                 0.3454,                0.92201,                0.98406,                0.99327,                0.98801,                0.75183,                0.91438,                0.92104,                0.91448,                0.68569,                0.82676,                0.96317,                0.35574,                 1.0414,             0.00020564,             0.00020564,             0.00020564
                    289,                0.53639,                0.73204,                0.34784,                0.93932,                0.98264,                0.99668,                0.98997,                0.75986,                0.91378,                0.92184,                0.91437,                0.69268,                0.81231,                0.93829,                0.34806,                 1.0347,             0.00020405,             0.00020405,             0.00020405
                    290,                0.51874,                0.76616,                0.33895,                0.92747,                 0.9863,                0.99997,                0.99363,                 0.7575,                0.91382,                0.92147,                0.91638,                0.69575,                0.82223,                0.96111,                0.34747,                 1.0425,             0.00020246,             0.00020246,             0.00020246
                    291,                0.53414,                0.73558,                0.34522,                0.92667,                0.98356,                      1,                0.99377,                0.76133,                 0.9198,                0.92753,                 0.9199,                0.69198,                0.80484,                 0.9702,                0.33674,                 1.0418,             0.00020088,             0.00020088,             0.00020088
                    292,                 0.5306,                0.71542,                0.34417,                0.92931,                0.98473,                      1,                0.99329,                0.76043,                0.91961,                0.92808,                0.91875,                0.69104,                0.82346,                0.95708,                0.34315,                 1.0507,              0.0001993,              0.0001993,              0.0001993
                    293,                0.52998,                0.69495,                0.34295,                0.92619,                0.98986,                      1,                0.99397,                0.75079,                0.92013,                  0.928,                0.92219,                0.69474,                0.88216,                0.93188,                0.35973,                 1.0755,             0.00019771,             0.00019771,             0.00019771
                    294,                0.52003,                0.71938,                0.33668,                0.92361,                0.98979,                      1,                0.99438,                0.75899,                0.91151,                   0.92,                0.91422,                0.68166,                0.80618,                 1.0886,                0.34315,                 1.0547,             0.00019614,             0.00019614,             0.00019614
                    295,                  0.532,                0.71097,                0.33881,                0.92426,                0.98926,                0.99962,                0.99397,                0.75398,                0.91427,                0.92248,                0.91513,                0.68137,                0.81001,                 1.0275,                0.34859,                 1.0476,             0.00019456,             0.00019456,             0.00019456
                    296,                0.52956,                0.70213,                0.34014,                0.92626,                0.98898,                0.99904,                0.99387,                0.75347,                0.91377,                0.92219,                0.91567,                0.70338,                0.85269,                0.92805,                0.34613,                  1.056,             0.00019299,             0.00019299,             0.00019299
                    297,                0.49229,                0.70614,                0.32334,                0.91555,                0.98841,                0.99936,                0.99376,                0.76084,                0.91682,                0.92465,                0.91785,                0.70786,                0.83626,                0.94951,                0.34184,                 1.0536,             0.00019142,             0.00019142,             0.00019142
                    298,                0.53039,                0.70559,                0.33766,                0.93628,                0.98573,                0.99733,                0.99177,                0.77574,                0.91441,                0.92267,                0.91675,                0.69624,                0.79597,                0.99873,                0.33705,                 1.0426,             0.00018985,             0.00018985,             0.00018985
                    299,                0.53728,                0.72653,                0.34065,                0.93444,                0.98428,                0.99733,                0.98968,                0.76892,                0.91485,                0.92267,                0.91672,                0.69355,                0.81351,                0.92559,                0.34269,                 1.0397,             0.00018829,             0.00018829,             0.00018829
                    300,                0.51277,                0.69892,                0.33159,                  0.917,                0.98239,                0.99808,                0.99351,                0.76182,                0.91607,                0.92251,                0.91908,                0.71155,                0.84163,                0.91611,                0.34645,                 1.0446,             0.00018673,             0.00018673,             0.00018673
                    301,                0.50333,                0.70899,                 0.3317,                0.91246,                0.97664,                0.99513,                0.98912,                0.76201,                0.91709,                0.92239,                0.91638,                0.69873,                0.82124,                0.93843,                0.34194,                 1.0497,             0.00018517,             0.00018517,             0.00018517
                    302,                0.52911,                0.74394,                0.33985,                0.91708,                 0.9825,                0.99747,                0.99213,                0.75982,                0.91295,                0.91926,                0.91523,                0.69615,                0.83312,                0.93034,                0.35284,                 1.0508,             0.00018362,             0.00018362,             0.00018362
                    303,                0.51631,                0.66702,                0.33434,                 0.9213,                0.98745,                 0.9959,                0.99223,                 0.7592,                0.91845,                 0.9228,                0.91882,                0.70115,                0.82948,                0.95683,                0.34829,                 1.0433,             0.00018207,             0.00018207,             0.00018207
                    304,                0.50917,                0.67917,                0.32938,                0.92184,                0.98943,                0.99781,                0.99294,                0.76186,                0.92416,                0.92864,                0.92429,                0.71798,                 0.8483,                0.96456,                0.35164,                 1.0416,             0.00018052,             0.00018052,             0.00018052
                    305,                0.52778,                0.68721,                0.33978,                 0.9177,                0.98933,                 0.9979,                0.99479,                0.77375,                0.91875,                 0.9234,                0.91971,                0.70818,                0.80556,                0.99992,                 0.3401,                 1.0316,             0.00017897,             0.00017897,             0.00017897
                    306,                0.52492,                0.73541,                0.34131,                0.93317,                0.99202,                0.99805,                0.99489,                 0.7767,                0.92173,                0.92324,                 0.9202,                 0.6967,                0.77908,                 1.0013,                 0.3339,                 1.0293,             0.00017743,             0.00017743,             0.00017743
                    307,                 0.5193,                0.69444,                0.33819,                0.92034,                0.99228,                 0.9983,                0.99489,                 0.7692,                0.92115,                0.92354,                0.92317,                0.70434,                0.80283,                0.97508,                0.33797,                 1.0373,              0.0001759,              0.0001759,              0.0001759
                    308,                0.48592,                0.64871,                0.32144,                0.91096,                0.99264,                0.99841,                0.99489,                0.76961,                0.91854,                0.92101,                0.91981,                0.69837,                0.80055,                0.98559,                0.33684,                 1.0372,             0.00017436,             0.00017436,             0.00017436
                    309,                0.51687,                0.70079,                0.33134,                0.92236,                0.99084,                0.99546,                0.99489,                0.77718,                0.91731,                0.92076,                0.91814,                0.69372,                 0.7785,                 1.0263,                0.33269,                  1.034,             0.00017283,             0.00017283,             0.00017283
                    310,                0.49542,                0.68243,                0.32508,                0.91897,                0.99066,                0.99543,                0.99489,                0.76979,                0.91784,                0.92054,                0.92027,                0.70467,                0.81577,                0.98077,                0.34689,                  1.044,              0.0001713,              0.0001713,              0.0001713
                    311,                 0.5065,                0.70883,                0.32935,                0.92172,                0.99073,                0.99555,                0.99489,                0.75788,                 0.9209,                0.92322,                0.92201,                0.71687,                0.85383,                0.97633,                0.35302,                 1.0548,             0.00016978,             0.00016978,             0.00016978
                    312,                0.50927,                 0.6809,                0.32969,                0.92249,                0.98902,                0.99604,                0.99278,                0.76554,                 0.9187,                0.92072,                0.91872,                0.70202,                0.82841,                 1.0092,                0.34674,                 1.0551,             0.00016826,             0.00016826,             0.00016826
                    313,                0.51928,                0.70473,                0.32904,                0.92315,                0.98965,                0.99653,                0.99275,                0.76632,                0.91925,                0.92117,                0.91828,                0.69953,                0.82001,                 1.0054,                0.34257,                 1.0537,             0.00016675,             0.00016675,             0.00016675
                    314,                 0.4939,                 0.6933,                0.32606,                0.91149,                0.99105,                0.99733,                0.99292,                0.76098,                0.91888,                0.92267,                0.91815,                0.70931,                0.84555,                0.98137,                 0.3506,                 1.0576,             0.00016524,             0.00016524,             0.00016524
                    315,                0.49717,                0.66725,                0.32277,                0.91192,                0.99332,                      1,                  0.995,                0.76284,                0.92144,                0.92533,                0.92199,                0.71517,                0.83749,                0.99995,                0.34885,                 1.0481,             0.00016373,             0.00016373,             0.00016373
                    316,                0.51768,                0.67509,                0.33161,                0.92062,                0.99069,                0.99728,                0.99313,                0.76464,                0.92091,                0.92533,                0.92185,                0.70264,                0.82157,                0.99805,                0.34683,                 1.0435,             0.00016222,             0.00016222,             0.00016222
                    317,                0.49659,                0.69774,                 0.3232,                0.91516,                0.99322,                 0.9967,                  0.995,                0.76435,                0.92107,                0.92241,                0.92307,                0.70365,                0.81212,                0.98751,                0.34332,                 1.0481,             0.00016073,             0.00016073,             0.00016073
                    318,                0.50567,                0.68959,                0.33105,                0.91906,                0.98888,                0.99349,                 0.9931,                0.76135,                0.91967,                0.92156,                0.92231,                0.70147,                0.81533,                0.98758,                0.35155,                 1.0566,             0.00015923,             0.00015923,             0.00015923
                    319,                0.49465,                0.67213,                0.32104,                0.91352,                0.98887,                0.99365,                 0.9931,                0.76289,                0.92012,                0.92146,                 0.9217,                 0.7002,                0.81474,                0.99797,                0.35175,                  1.055,             0.00015774,             0.00015774,             0.00015774
                    320,                0.51509,                0.69609,                0.33248,                0.92224,                0.98731,                0.99586,                0.99284,                 0.7715,                0.92084,                0.92209,                0.92149,                0.70836,                0.79481,                 1.0227,                0.34129,                  1.045,             0.00015625,             0.00015625,             0.00015625
                    321,                0.50115,                0.68844,                0.32446,                0.91903,                0.99029,                0.99902,                  0.995,                0.76822,                0.92416,                0.92495,                0.92623,                0.70857,                0.81429,                 1.0022,                0.34172,                 1.0494,             0.00015477,             0.00015477,             0.00015477
                    322,                0.49668,                 0.6979,                0.32595,                0.92277,                0.98576,                0.99878,                  0.995,                0.76482,                0.91927,                0.92463,                0.92585,                0.71354,                0.84183,                 1.0337,                  0.346,                  1.061,             0.00015329,             0.00015329,             0.00015329
                    323,                0.49245,                0.67421,                0.31559,                0.91507,                0.98317,                0.99579,                0.99341,                 0.7662,                 0.9151,                0.92359,                0.92121,                0.70669,                0.82702,                  1.036,                0.34292,                 1.0527,             0.00015182,             0.00015182,             0.00015182
